ID,Name
FUTURE-HUNTERS,Future Hunters
FUTUREKICK,Futurekick
G-WHILLIKER,G Whilliker
GALAXY-HIGH-WELCOME-TO-GALAXY-HIGH,Galaxy High Welcome To Galaxy High
GALLAVANTS,Gallavants
GARY-LARSONS-TALES-FROM-THE-FAR-SIDE-1-AND-2,Gary Larsons Tales From The Far Side 1 And 2
GENTLE-SAVAGE,Gentle Savage
GEORGE-HAMILTON-STARS-IN-EVEL-KNIEVEL,George Hamilton Stars In Evel Knievel
GHOST-CHASE,Ghost Chase
GHOST-WARRIOR,Ghost Warrior
GI-JOE-CAPTIVES-OF-COBRA,Gi Joe Captives Of Cobra
GI-JOE-DEADLY-LIES,Gi Joe Deadly Lies
GI-JOE-EL-DORADO,Gi Joe El Dorado
GI-JOE-WORLDS-WITHOUT-END,Gi Joe Worlds Without End
GIRLS-IN-PRISON,Girls In Prison
GODZILLA-CARTOON-THE-FIRE-BIRD-HANNA-BARBERA-PRESENTS,Godzilla Cartoon The Fire Bird Hanna Barbera Presents
GODZILLA-VS-GIGAN,Godzilla Vs Gigan
GODZILLA-VS-MEGALON,Godzilla Vs Megalon
GOODBYE-FRIEND,Goodbye Friend
GOOF-TROOP-BANDING-TOGETHER,Goof Troop Banding Together
GOOF-TROOP-GOIN-FISHIN,Goof Troop Goin Fishin
GUMBY-FOR-PRESIDENT,Gumby For President
GUMBY-MAGIC,Gumby Magic
GUNMEN,Gunmen
GWENDOLINE,Gwendoline
HAMBURGER-HILL,Hamburger Hill
HANDS-OF-DEATH,Hands Of Death
HANNA-BARBERA-CARTOON-CLASSICS,Hanna Barbera Cartoon Classics
HANNA-BARBERA-FRIENDS-SING-A-LONG,Hanna Barbera Friends Sing A Long
HANNA-BARBERA-SUPERSTARS-BEDROCK-WEDLOCK,Hanna Barbera Superstars Bedrock Wedlock
HANNA-BARBERAS-CHRISTMAS-SING-A-LONG,Hanna Barberas Christmas Sing A Long
HANSEL-AND-GRETEL,Hansel And Gretel
HARRY-POTTER-WITCHCRAFT-REPACKAGED-MAKING-EVIL-LOOK-INNOCENT,Harry Potter Witchcraft Repackaged Making Evil Look Innocent
HE-LIVES-THE-SEARCH-FOR-THE-EVIL-ONE,He Lives The Search For The Evil One
HELL-HUNTERS,Hell Hunters
HELL-RAIDERS,Hell Raiders
HELLS-BRIGADE,Hells Brigade
HERCULE-LOU-FERRIGNO,Hercule Lou Ferrigno
HERCULES-AGAINST-THE-MOON-MEN,Hercules Against The Moon Men
HERES-GOOFY-WALT-DISNEY-CARTOON-CLASSICS,Heres Goofy Walt Disney Cartoon Classics
HERMAN-AND-CATNIP-NAUGHTY-BUT-MICE,Herman And Catnip Naughty But Mice
HEY-ARNOLD-THE-HELGA-STORIES,Hey Arnold The Helga Stories
HEY-CINDERELLA-MUPPET-HOME-VIDEO,Hey Cinderella Muppet Home Video
HEY-VERN-ITS-ERNEST-PETS,Hey Vern Its Ernest Pets
HIGH+SCHOOL+USA,High+School+Usa
HIGHLIGHTS-OFWRESTLE-MANIA-WWF,Highlights Ofwrestle Mania Wwf
HIT-LIST,Hit List
HOLIDAY-CARTOON-FESTIVAL,Holiday Cartoon Festival
HOLLY-HUNTER-READS-THE-THREE-BILLY-GOATS-GRUFF,Holly Hunter Reads The Three Billy Goats Gruff
HOSTILE-TAKEOVER-IVE-ENTERTAINMENT,Hostile Takeover Ive Entertainment
HOT-POTATO,Hot Potato
HOUR-OF-THE-ASSASSIN,Hour Of The Assassin
HOW-THE-RHINOCEROS-GOT-HIS-SKIN-AND-HOW-THE-CAMEL-GOT-HIS-HUMP,How The Rhinoceros Got His Skin And How The Camel Got His Hump
HOW-TO-RAISE-A-STREET-SMART-CHILD,How To Raise A Street Smart Child
HULK-HOGAN-IS-MR-NANNY,Hulk Hogan Is Mr Nanny
HULK-HOGANS-ALL-TIME-CHAMP,Hulk Hogans All Time Champ
HULK-HOGANS-ROCK-N-WRESTLIN-GHOST-WRESTLERS,Hulk Hogans Rock N Wrestlin Ghost Wrestlers
HULK-HOGANS-ROCK-N-WRESTLIN-THE-FOUR-LEGGED-PICKPOCKET,Hulk Hogans Rock N Wrestlin The Four Legged Pickpocket
HULK-HOGANS-ROCK-N-WRESTLIN-THE-WRONG-STUFF-AND-THREE-LITTLE-HULKS,Hulk Hogans Rock N Wrestlin The Wrong Stuff And Three Little Hulks
HUNTED,Hunted
HUNTERS-BLOOD,Hunters Blood
HURRICANES-DEEP-COVER,Hurricanes Deep Cover
I-SAW-SUBMARINES-ATTACK-AMERICA,I Saw Submarines Attack America
I-WISH-I-WERE-A-COWBOY,I Wish I Were A Cowboy
IL-MAGO-DI-OZ,Il Mago Di Oz
IMAGINE-THAT-GREAT-MOMENTS-AND-PEOPLE-IN-HISTORY-VOLUME-1,Imagine That Great Moments And People In History Volume 1
IN-N-OUT-BORDERLINE-INSANITY,In N Out Borderline Insanity
INHUMANOIDS-THE-EVIL-THAT-LIES-WITHIN,Inhumanoids The Evil That Lies Within
INSPECTOR-GADGET-MAGIC-GADGET,Inspector Gadget Magic Gadget
INSPECTOR-GADGET-THE-CAPEMAN-COMETH,Inspector Gadget The Capeman Cometh
INSTANT-RAGE-NINJA-COLLECTION,Instant Rage Ninja Collection
IRON+WARRIOR,Iron+Warrior
IRON-ANGELS-2,Iron Angels 2
ITS-GRINCH-NIGHT,Its Grinch Night
Its-Punky-Brewster-Cartoon-Winning-Isnt-Everything,Its Punky Brewster Cartoon Winning Isnt Everything
ITS-THE-GIRL-IN-THE-RED-TRUCK-CHARLIE-BROWN,Its The Girl In The Red Truck Charlie Brown
IVANHOE,Ivanhoe
JACK-KELLY-SNAKEEATER,Jack Kelly Snakeeater
JACK-O-LANTERN-YANKEE-DOODLE,Jack O Lantern Yankee Doodle
JACKNIFE,Jacknife
JAGUAR-LIVES,Jaguar Lives
JETLAG,Jetlag
JIM-HENSONS-JACK-AND-THE-BEANSTALK-THE-REAL-STORY,Jim Hensons Jack And The Beanstalk The Real Story
JIM-KELLY-AS-THE-BLACK-SAMURAI,Jim Kelly As The Black Samurai
JOANIE-BARTELS-SIMPLY-MAGIC-THE-SUBSTITUTE-TEACHER,Joanie Bartels Simply Magic The Substitute Teacher
JOHNNY-HANDSOME-MICKEY-ROURKE-IVE,Johnny Handsome Mickey Rourke Ive
JOHNNY-MYSTO-BOY-WIZARD,Johnny Mysto Boy Wizard
JUNGLE-FUN-VOLUME-NINE-LITTLE-BLACK-SAMBO-JUNGLE-JITTERS-HENRY-JUNGLE-DRUMS,Jungle Fun Volume Nine Little Black Sambo Jungle Jitters Henry Jungle Drums
JUNGLE-RAIDERS,Jungle Raiders
KANTOU,Kantou
KARATE-BREAKERS,Karate Breakers
KARATE-CHAMP-2,Karate Champ 2
KARATE-STORY,Karate Story
KARATE-WARS,Karate Wars
KATHIE-LEES-ROCK-N-ROLL-CAFE-A-CHRISTMAS-GIFT,Kathie Lees Rock N Roll Cafe A Christmas Gift
KATY-AND-THE-KATERPILLAR-KIDS,Katy And The Katerpillar Kids
KEEPING-TRACK,Keeping Track
KEY-THE-METAL-IDOL,Key The Metal Idol
KICKBOXER,Kickboxer
KICKS,Kicks
KIDSONGS-A-DAY-AT-THE-CIRCUS,Kidsongs A Day At The Circus
KILL-CASTRO,Kill Castro
KILLING-MACHINE-SYBIL-DANNINGS-ADVENTURE-VIDEO,Killing Machine Sybil Dannings Adventure Video
KILLPOINT,Killpoint
KISS-MEETS-THE-PHANTOM-OF-THE-PARK,Kiss Meets The Phantom Of The Park
KISSYFUR-BEAR-ROOTS-SPECIAL,Kissyfur Bear Roots Special
KNIGHTRIDERS,Knightriders
KNIGHTS-OF-THE-CITY,Knights Of The City
KOMMANDO-INVASION,Kommando Invasion
KRAA-THE-SEA-MONSTER-FAMILY,Kraa The Sea Monster Family
KRULL-JAPAN,Krull Japan
LA-LEGGENDA-DEL-RUBINO-MALESE,La Leggenda Del Rubino Malese
LAND-OF-DOOM-JAPAN,Land Of Doom Japan
LAND-OF-THE-MINOTAURS,Land Of The Minotaurs
LASERBLAST,Laserblast
LAST-PLATOON,Last Platoon
LAW-OF-THE-LAND-DON-JOHNSON,Law Of The Land Don Johnson
LE-SICILIEN,Le Sicilien
LEGION-OF-DEATH,Legion Of Death
LEPKE,Lepke
LIFE-WITH-LOUIE-THE-MASKED-CHESS-BOY,Life With Louie The Masked Chess Boy
LIGHTBLAST,Lightblast
LIGHTNING-THE-WHITE-STALLION,Lightning The White Stallion
LITTLE-BEAR-RAINY-DAY-TALES,Little Bear Rainy Day Tales
LITTLE-MARINES-AN-ADVENTURE,Little Marines An Adventure
LORDS-OF-THE-RING-SUPERSTARS-AND-SUPERBOUTS,Lords Of The Ring Superstars And Superbouts
LOW-BLOW,Low Blow
LUPINE-WOLF-LONE-WOLF-WITH-CUB,Lupine Wolf Lone Wolf With Cub
MACGYVER-2,Macgyver 2
MACGYVER,Macgyver
MACHISMO,Machismo
MAD-MAX-2,Mad Max 2
MADBALLS-ESCAPE-FROM-ORB,Madballs Escape From Orb
MAGIC-KID,Magic Kid
MAGIC-OF-THE-NINJA-AND-SEARCH-OF-THE-NINJA,Magic Of The Ninja And Search Of The Ninja
MAN-BITES-DOG,Man Bites Dog
MAN-EATER-BURT-REYNOLDS,Man Eater Burt Reynolds
MAN-HUNT,Man Hunt
MAN-ON-FIRE,Man On Fire
MANDEN-DE-KALDTE-GHOST,Manden De Kaldte Ghost
MANIAC-WARRIORS,Maniac Warriors
MAPLE-TOWN-THE-CASE-OF-THE-MISSING-CANDY-FHE-FAMILY-HOME-ENTERTAINMENT,Maple Town The Case Of The Missing Candy Fhe Family Home Entertainment
Marsupilami-Marsuper-Duper,Marsupilami Marsuper Duper
MARVEL-MATINEE-3-SUPER-HERO-ADVENTURES,Marvel Matinee 3 Super Hero Adventures
MARY-RICE-HOPKINS-UNIQUELY-HIS,Mary Rice Hopkins Uniquely His
MASSACRE-AT-FORT-HOLMAN,Massacre At Fort Holman
MASTER-CLASS-SELF-DEFENCE-FOR-WOMEN-WITH-STEVE-POWELL,Master Class Self Defence For Women With Steve Powell
MASTERING-THE-BROADSWORD-STARRING-MASTER-ERIC-LEE,Mastering The Broadsword Starring Master Eric Lee
MASTERING-THE-DEADLIFT-PANTHER-PRODUCTIONS,Mastering The Deadlift Panther Productions
MASTERS-OF-THE-UNIVERSE-A-GOLDEN-BOOK-VIDEO,Masters Of The Universe A Golden Book Video
MASTERS-OF-THE-UNIVERSE,Masters Of The Universe
MATILDA,Matilda
MAXIMUM-RISK,Maximum Risk
MAZES-_-MONSTERS-TOM-HANKS,Mazes _ Monsters Tom Hanks
MC-BAIN,Mc Bain
MCGEE-AND-ME-TAKE-ME-OUT-TO-THE-BALL-GAME,Mcgee And Me Take Me Out To The Ball Game
MENSAGEIRO-DA-MORTE,Mensageiro Da Morte
MERCHANTS-OF-WAR,Merchants Of War
MERRY-CHRISTMAS-VIDEO-GREETING-CARD,Merry Christmas Video Greeting Card
MERRY-MOTHER-GOOSE-RHYMES-AND-STORIES-A-GOLDEN-BOOK-VIDEO,Merry Mother Goose Rhymes And Stories A Golden Book Video
MESSENGER-OF-DEATH,Messenger Of Death
MIAMI-HORROR,Miami Horror
MICKEY-MOUSE-COLLECTORS-EDITION-ORIGINAL-BLACK-AND-WHITE-ANIMATION,Mickey Mouse Collectors Edition Original Black And White Animation
MIDNIGHT-CROSSING,Midnight Crossing
MIGHTY-MORPHIN-POWER-RANGERS-HAPPY-BIRTHDAY-ZACK,Mighty Morphin Power Rangers Happy Birthday Zack
MIGHTY-MOUSE-AND-FRIENDS,Mighty Mouse And Friends
Milk-Cap-Mania-Volume-1,Milk Cap Mania Volume 1
MIRACLE-MILE,Miracle Mile
MISSING-IN-ACTION-2-THE-BEGINNING,Missing In Action 2 The Beginning
MISSION-PHANTOM,Mission Phantom
MONSTER-EASTER,Monster Easter
MONSTER-IN-MY-POCKET,Monster In My Pocket
MONSTER-SQUAD,Monster Squad
MOONRAKER,Moonraker
MORTAL-CHALLENGE,Mortal Challenge
MOUSERCISE-WALT-DISNEY-HOME-VIDEO,Mousercise Walt Disney Home Video
MOVING-TARGETS,Moving Targets
MR-T-T-AND-T,Mr T T And T
MR-TS-BE-SOMEBODY-OR-BE-SOMEBODYS-FOOL,Mr Ts Be Somebody Or Be Somebodys Fool
MRCV-DER-KILLERROBOT,Mrcv Der Killerrobot
MS-45,Ms 45
MUMMIES-ALIVE,Mummies Alive
MUNCHIE,Munchie
MUPPET-FAMILY-CHRISTMAS,Muppet Family Christmas
MUTANT-HUNT-2,Mutant Hunt 2
MY-BIBLE-FRIENDS-BY-ETTA-B-DEGERING-VOLUME-2,My Bible Friends By Etta B Degering Volume 2
MY-HOME-COMMANDO,My Home Commando
MY-PET-MONSTER-A-GOLDEN-BOOK-VIDEO,My Pet Monster A Golden Book Video
MY-PET-MONSTER-A-LIVE-ACTION-VIDEO-CASSETTE,My Pet Monster A Live Action Video Cassette
MY-PET-MONSTER-CARTOON-VOLUME-9-MONSTER-MAKES-THE-GRADE,My Pet Monster Cartoon Volume 9 Monster Makes The Grade
MY-SCIENCE-PROJECT,My Science Project
MY-SIDE-OF-THE-MOUNTAIN,My Side Of The Mountain
MY-UNCLE-THE-ALIEN,My Uncle The Alien
MYSTERY-MONSTERS,Mystery Monsters
NANNY-AND-ISAIAH-ADVENTURES-THE-SECRET-OF0THE-SECOND-BASEMENT,Nanny And Isaiah Adventures The Secret Of0The Second Basement
NANNY-AND-ISAIAH-ADVENTURES-THE-WINNING-COMBINATION,Nanny And Isaiah Adventures The Winning Combination
NEON-MANIACS-VIDEO-FOR-PLEASURE,Neon Maniacs Video For Pleasure
NEW-GIRL,New Girl
NEW-KIDS-ON-THE-BLOCK-CARTOON-SHEIK-OF-MY-DREAMS,New Kids On The Block Cartoon Sheik Of My Dreams
New-Kids-on-The-Block-Step-By-Step,New Kids On The Block Step By Step
NICKELODEON-FRIENDS-VARIETY-PACK,Nickelodeon Friends Variety Pack
NIGHT-OF-THE-SHARKS,Night Of The Sharks
NIKITA,Nikita
NINJA-3-THE-DOMINATION,Ninja 3 The Domination
NINJA-COMMANDOS,Ninja Commandos
NINJA-KIDS,Ninja Kids
NINJA-TERMINATOR,Ninja Terminator
NINJA-TURF,Ninja Turf
NINJA-USA,Ninja Usa
NINJA-VENGEANCE,Ninja Vengeance
NINJA-WARS-AND-NINJA-TERMINATOR-DOUBLE-FEATURE,Ninja Wars And Ninja Terminator Double Feature
NINJAS-EXTREME-WEAPONS,Ninjas Extreme Weapons
NINTENDO-GAME-PLAYERS-GAMETAPE-VOL-1-NO-6,Nintendo Game Players Gametape Vol 1 No 6
NOOZLES-BLINKY-AND-PINKYS-EXCELLENT-ADVENTURE,Noozles Blinky And Pinkys Excellent Adventure
NOT-QUITE-HUMAN,Not Quite Human
NURSERY-RHYMES,Nursery Rhymes
NUZZLING-WITH-THE-NOOZLES-A-MAGICAL-ADVENTURE,Nuzzling With The Noozles A Magical Adventure
OANO-DO-TIGRE,Oano Do Tigre
ODD-COUPLE-KUNG-FU,Odd Couple Kung Fu
OMEGA-COP,Omega Cop
OMEGA-DOOM,Omega Doom
ONE-ARMED-EXECUTIONER,One Armed Executioner
ONE-DOWN-TWO-TO-GO,One Down Two To Go
OPERATION-DUMBO-DROP,Operation Dumbo Drop
OPERATION-PARATROOPER,Operation Paratrooper
OPERATION-SCORPIO,Operation Scorpio
OPERATION-WARBUS,Operation Warbus
ORIGINAL-FLIPPER-SERIES-SHARK-HUNT-AND-AGENT-BUD,Original Flipper Series Shark Hunt And Agent Bud
ORIONS-BELT,Orions Belt
OSA,Osa
OTHELLO-THE-BLACK-COMMANDO,Othello The Black Commando
OVER-THE-TOP,Over The Top
PEE-WEES-PLAYHOUSE-ICE-CREAM-SOUP,Pee Wees Playhouse Ice Cream Soup
PEE-WEES-PLAYHOUSE-LUAU-FOR-TWO,Pee Wees Playhouse Luau For Two
PENITENTIARY-3,Penitentiary 3
PENTATHLON-DOLPH-LUNDGREN,Pentathlon Dolph Lundgren
PETER-LUNDY-AND-THE-MEDICINE-HAT-STALLION,Peter Lundy And The Medicine Hat Stallion
PHANTOM-SOLDIERS,Phantom Soldiers
PINOCCHIO-WALT-DISNEY-THE-CLASSICS,Pinocchio Walt Disney The Classics
PIPPI-ON-THE-RUN-PIPPI-LONGSTOCKING,Pippi On The Run Pippi Longstocking
PLATOON-LEADER,Platoon Leader
POKEMON-THE-FIRST-MOVIE,Pokemon The First Movie
POLICE-ACADEMY-THE-ANIMATED-SERIES-VOLUME-2,Police Academy The Animated Series Volume 2
POPEYE-MEETS-SINBAD-THE-SAILOR,Popeye Meets Sinbad The Sailor
POPPLES-TREASURE-OF-POPPLE-BEACH,Popples Treasure Of Popple Beach
POTATO-HEAD-KIDS-VOLUME-1,Potato Head Kids Volume 1
POWER-FORCE,Power Force
PRAYING-MANTIS,Praying Mantis
PRECIOUS-MOMENTS-FOUNTAIN-OF-ANGELS,Precious Moments Fountain Of Angels
PRECIOUS-MOMENTS-PRESENTS-TIMMYS-SPECIAL-DELIVERY,Precious Moments Presents Timmys Special Delivery
PREDATOR,Predator
PSALTYS-FUNTASTIC-PRAISE-PARTY,Psaltys Funtastic Praise Party
PUFF-THE-MAGIC-DRAGON,Puff The Magic Dragon
PUSS-N-BOOTS-TRAVELS-AROUND-THE-WORLD,Puss N Boots Travels Around The World
PYTHON,Python
QUACK-PACK-ALIEN-ATTACK,Quack Pack Alien Attack
QUARK-THE-DRAGON-SLAYER,Quark The Dragon Slayer
RAGGEDY-ANN-AND-FRIENDS,Raggedy Ann And Friends
RAID-ON-ENTEBBE,Raid On Entebbe
RAMBO-3,Rambo 3
RAMBO-CARTOON-SAVAGE-ISLAND,Rambo Cartoon Savage Island
RAMBOS-REVENGE,Rambos Revenge
RAND-MCNALLY-VIDEO-TRIP-THE-BLACK-HILLS,Rand Mcnally Video Trip The Black Hills
RANDY-THE-MACHO-MAN-SAVAGE-THE-MISSING-MATCHES,Randy The Macho Man Savage The Missing Matches
RAW-DEAL,Raw Deal
RAW-FORCE,Raw Force
RED-FORCE-2-CYNTHIA-ROTHROCK-MICHELLE-KHAN,Red Force 2 Cynthia Rothrock Michelle Khan
RED-FORCE-3-CYNTHIA-KHAN,Red Force 3 Cynthia Khan
RED-SCORPION,Red Scorpion
RED-SONJA,Red Sonja
REDNECK-COUNTY,Redneck County
REMEMBERING-PEARL-HARBOR-THE-STORY-OF-THE-USS-ARIZONA-MEMORIAL,Remembering Pearl Harbor The Story Of The Uss Arizona Memorial
REN-AND-STIMPY-HAVE-YOURSELF-A-STINKY-LITTLE-CHRISTMAS,Ren And Stimpy Have Yourself A Stinky Little Christmas
RESCUE-FORCE,Rescue Force
RETURN-OF-RED-TIGER-BRUCE-LE,Return Of Red Tiger Bruce Le
RETURN-OF-THE-TIGER,Return Of The Tiger
REVENGE-OF-THE-GODFATHER,Revenge Of The Godfather
REVENGE-OF-THE-MERCENARIES,Revenge Of The Mercenaries
REVENGE-OF-THE-NINJA,Revenge Of The Ninja
RICHARD-SCARRYS-A-GOLDEN-BOOK-VIDEO,Richard Scarrys A Golden Book Video
RIDING-THE-EDGE,Riding The Edge
RING-OF-STEEL,Ring Of Steel
RIVALS-BRIDGESTONE-MULTIMEDIA,Rivals Bridgestone Multimedia
RIVALS,Rivals
RIVERS-EDGE,Rivers Edge
ROAD-GAMES,Road Games
ROAD-WARRIORS-TAG-TEAM-CHAMPS,Road Warriors Tag Team Champs
ROAR,Roar
ROBBERS-OF-SACRED-MOUNTAIN,Robbers Of Sacred Mountain
ROBIN-HOOD-MAKES-GOOD,Robin Hood Makes Good
ROBO-FORMERS-STAR-OF-FEAR,Robo Formers Star Of Fear
ROBOCOP-CARTOON-A-ROBOTS-REVENGE,Robocop Cartoon A Robots Revenge
ROBOCOP,Robocop
ROBOTECH-VOLUME-1,Robotech Volume 1
ROBOWAR,Robowar
ROLLING-VENGEANCE,Rolling Vengeance
ROME-2033-THE-FIGHTER-CENTURIONS,Rome 2033 The Fighter Centurions
ROOFTOPS-IVE-ENTERTAINMENT,Rooftops Ive Entertainment
RUDOLPH-AND-THE-ISLAND-OF-MISFIT-TOYS,Rudolph And The Island Of Misfit Toys
RUDOLPH-THE-RED-NOSED-REINDEER-THE-MOVIE,Rudolph The Red Nosed Reindeer The Movie
RUDOLPHS-SHINY-NEW-YEAR,Rudolphs Shiny New Year
RUGRATS-A-BABYS-GOTTA-DO-WHAT-A-BABYS-GOTTA-DO,Rugrats A Babys Gotta Do What A Babys Gotta Do
RUGRATS-DECADE-IN-DIAPERS-NICKELODEON,Rugrats Decade In Diapers Nickelodeon
RUNAWAY-RALPH-ABC-KIDTIME,Runaway Ralph Abc Kidtime
RUNNING-BRAVE,Running Brave
RUSH,Rush
SAFETY-4-KIDS,Safety 4 Kids
SAMURAI-REINCARNATION-SONNY-CHIBA,Samurai Reincarnation Sonny Chiba
SAMURAI-REINCARNATION,Samurai Reincarnation
SANTA-AND-PETE,Santa And Pete
SANTA-AND-THE-THREE-BEARS-UAV-HOME-VIDEO,Santa And The Three Bears Uav Home Video
SANTA-CLAUS-WITH-PUNCH-AND-JUDY,Santa Claus With Punch And Judy
SANTAS-CHRISTMAS-CRASH,Santas Christmas Crash
SANTAS-SURPRISE-CHRISTMAS-CLASSICS,Santas Surprise Christmas Classics
SAVAGE-DAWN,Savage Dawn
SAVAGE-MUTINY,Savage Mutiny
SAVAGE-STREETS,Savage Streets
SAVED-BY-THE-BELL-KING-OF-THE-HILL-AND-DANCING-TO-THE-MAX,Saved By The Bell King Of The Hill And Dancing To The Max
SCAMPER-THE-PENQUIN,Scamper The Penquin
SCHOOL-HOUSE-ROCK-AMERICA-ROCK,School House Rock America Rock
SCHOOL-HOUSE-ROCK-SCIENCE-ROCK,School House Rock Science Rock
SCOOBY-DOO-2-MONSTERS-UNLEASHED,Scooby Doo 2 Monsters Unleashed
SCRUBBERS,Scrubbers
SEABERT-THE-ADVENTURE-BEGINS,Seabert The Adventure Begins
SEARCH-AND-DESTROY,Search And Destroy
SECRET-EXECUTIONERS,Secret Executioners
SECRET-OF-TREASURE-MOUNTAIN,Secret Of Treasure Mountain
SERGEANT-PRESTON-OF-THE-YUKON-WOUNDED-MOUSE,Sergeant Preston Of The Yukon Wounded Mouse
SESAME-SONGS-HOME-VIDEO-DANCE-ALONG,Sesame Songs Home Video Dance Along
SESAME-STREET-A-GOLDEN-BOOK-VIDEO,Sesame Street A Golden Book Video
SHADOW-HUNTER,Shadow Hunter
SHAMUS,Shamus
SHARE-THE-WORLD-EVERYONE-MATTERS,Share The World Everyone Matters
SHARK-STARRING-BURT-REYNOLDS,Shark Starring Burt Reynolds
SHERI-LEWIS-LAMB-CHOPS-PLAY-ALONG-ACTION-SONGS,Sheri Lewis Lamb Chops Play Along Action Songs
SHERLOCK-HOLMES-FRENCH-CARTOON,Sherlock Holmes French Cartoon
SHERLOCK-HOUND-DISAPPEARANCE-OF-THE-ROYAL-HORSE,Sherlock Hound Disappearance Of The Royal Horse
SHINING-TIME-STATION-STACY-CLEANS-UP,Shining Time Station Stacy Cleans Up
SHINING-TIME-STATION-THE-JUKE-BOX-PUPPET-BAND,Shining Time Station The Juke Box Puppet Band
SHORT-WAVE,Short Wave
SIDEKICKS,Sidekicks
SIESTA,Siesta
SLEDGE-HAMMER-HAMMERED-THE-BEST-OF-SLEDGE,Sledge Hammer Hammered The Best Of Sledge
SLEEPING-BEAUTY,Sleeping Beauty
SLOANE,Sloane
SMARKUS-AND-COMPANY,Smarkus And Company
SNO-LINE,Sno Line
SNOW-WHITE-INTERGLOBAL-HOME-VIDEO,Snow White Interglobal Home Video
SOLARWARRIORS,Solarwarriors
SOLDIER-WARRIORS,Soldier Warriors
SON-OF-GODZILLA,Son Of Godzilla
SONIC-THE-HEDGEHOG-SONIC-RACER,Sonic The Hedgehog Sonic Racer
SPEED-RACER-CAR-WITH-A-BRAIN,Speed Racer Car With A Brain
SPIDER-MAN-AND-HIS-AMAZING-FRIENDS-SPIDEY-GOES-HOLLYWOOD,Spider Man And His Amazing Friends Spidey Goes Hollywood
